source,target,scount,tcount,sfield,tfield,slast,tlast,weight
Donald J. Bogue,Jay D. Teachman,3,8,history,famplan,Bogue,,1
Jay D. Teachman,Pudjo Rahardjo,8,1,famplan,famplan,,,1
Jay D. Teachman,Karen A. Polonko,8,1,famplan,sociology,,,1
Kenneth W. Wachter,Robert W. Fogel,5,2,general,history,,,1
Kenneth W. Wachter,Stanley L. Engerman,5,6,general,history,,,1
Kenneth W. Wachter,Roderick Floud,5,1,general,history,,,1
Gerald Friedman,Kenneth W. Wachter,1,5,history,general,,,1
Kenneth W. Wachter,Robert A. Margo,5,3,general,history,,,1
Kenneth Sokoloff,Kenneth W. Wachter,2,5,history,general,,,1
Kenneth W. Wachter,Richard H. Steckel,5,6,general,history,,,1
Kenneth W. Wachter,T. James Trussell,5,8,general,famplan,,,1
Georgia Villaflor,Kenneth W. Wachter,1,5,history,general,,,1
Kenneth W. Wachter,Paul A. Tukey,5,1,general,statistics,,,1
James Trussell,Kenneth W. Wachter,24,5,demography,general,,,1
Joaquim Barreto Fonseca,Milton S. Nakamura,2,2,famplan,famplan,,,2
Joaquim Barreto Fonseca,Leo Morris,2,9,famplan,famplan,,,2
Barbara Janowitz,Joaquim Barreto Fonseca,4,2,demography,famplan,,,2
Joaquim Barreto Fonseca,John E. Anderson,2,14,famplan,pubh,,,2
K. Hill,S. Preston,4,1,demography,demography,,,1
Jose Garcia-Nunez,Raul Rodriguez-Barocio,2,1,famplan,famplan,,,1
Manuel Urbina-Fuentes,Raul Rodriguez-Barocio,1,1,famplan,famplan,,,1
Deirdre Wulf,Raul Rodriguez-Barocio,11,1,famplan,famplan,,,1
Anibal Faundes-Latham,German Rodriguez,1,4,famplan,famplan,,,1
Anibal Faundes-Latham,Linda E. Atkinson,1,1,famplan,famplan,,,1
Jacob S. Siegel,Jeffrey S. Passel,2,4,demography,statistics,Siegel,,1
Leo Morris,Milton S. Nakamura,9,2,famplan,famplan,,,2
Barbara Janowitz,Milton S. Nakamura,4,2,demography,famplan,,,2
John E. Anderson,Milton S. Nakamura,14,2,pubh,famplan,,,2
Joaquim Barreto Fonseca,Milton S. Nakamura,2,2,famplan,famplan,,,2
Somsak Varakamin,Tongplaew Narkavonnakit,5,4,famplan,famplan,,,1
Prayoon Klinshom,Tongplaew Narkavonnakit,1,4,famplan,famplan,,,1
Tongplaew Narkavonnakit,Varaporn Devaphalin,4,1,famplan,famplan,,,1
Tongplaew Narkavonnakit,Tony Bennett,4,4,famplan,famplan,,,3
T. R. Balakrishnan,Tongplaew Narkavonnakit,2,4,demography,famplan,,,1
Manuel Urbina-Fuentes,Raul Rodriguez-Barocio,1,1,famplan,famplan,,,1
Jose Garcia-Nunez,Manuel Urbina-Fuentes,2,1,famplan,famplan,,,1
Deirdre Wulf,Manuel Urbina-Fuentes,11,1,famplan,famplan,,,1
